symbol	Name	Title	id	type	char_flags_txt	char_flags_txt_value	flags_txt	flags_txt_value	x	y	direction	shield	portrait	movetype	movemode	speed	int_speed	energy	energy_max	energy_med	rest	rest_count	timeout	combat_opponent	combat_str	combat_power	combat_limit	quest	quest_stage	quest1	quest2	quest3	quest4	shelter_State	shelter_X	shelter_Y	shelter_Dir	shelter_Num	shelter_Type	lstblk_x	lstblk_y	rank	army_race	army_size	army_lost	army_kill	army_flags	start_realm	start_land	sleep_time	wake_time	weapons	weapon_details	weapons_link	find_status	quest_type1	quest_type2	time	wait	flags_2_txt	flags_2_txt_value	purpose	reaction	allegiance	land	realm	qualities1_txt	qualities1_txt_value	qualities2_txt	qualities2_txt_value	xi	yi	lives	strength	armies
CH_JORUK	Joruk	Redfist	55	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_56	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Atheling	0	0	0	43690	The Lee	Sharvik	1080	120	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Atheling	0	0	+tireless+naive	268443648		0	0	0	0	0	0
CH_VAR	Var	the Swordsman	56	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_57	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Gelming	0	0	0	43690	The Gelm	Geremiel	1380	420	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Gelming	0	0	+hot-tempered+a mighty warrior	1610612736		0	0	0	0	0	0
CH_WYTHRAN	Wythran	the Weaver	57	character	+rescue	16	+height+obstacle	5	145	220	NORTH	shield_42	head_1	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Gelming	0	0	0	43690	The Gelm	Finfyr	1380	420	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Gelming	0	0	+reliable	65536	+cautious+tight-lipped	520	0	0	0	0	0
CH_CARITHILA	Carithila	Queen	58	character	+knowledge	2	+height+obstacle+female	32773	21	106	NORTH	shield_1	head_59	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Eldrin	190	0	0	43690	Eldmark	Arunvere	360	840	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Eldrin	0	0	+kind+knowledgeable	134217744	+cautious	8	0	0	0	0	0
CH_GARFIN	Garfin	Quicklip	59	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_60	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Eldrin	0	0	0	43690	Eldmark	Arunvere	1080	120	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Eldrin	0	0	+quick-witted	256	+cowardly	1	0	0	0	0	0
CH_ZENETHOR	Zenethor	the Strong	60	character	+knowledge+rescue	18	+height+obstacle	5	145	220	NORTH	shield_8	head_61	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Atheling	0	0	0	43690	The Lee	Varorn	1380	420	1	0	-1	0	-1	-1	0	0		0	BE_A_HOSTAGE	RETURN_HOME	Atheling	0	0	+brave+passionate+a mighty warrior+a superb leader	-1073709055		0	0	0	0	0	0
CH_GOTHRUM	Gothrum	the Glum	61	character		0	+height+obstacle	5	187	204	NORTH	shield_10	head_62	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Giant	65	0	0	43690	The Delve	Songs	660	1140	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Giant	0	0	+selfless	4	+slow-witted+solitary	1048832	0	0	0	0	0
CH_SKYRDRETH	Skyrdreth	Iceheart	62	character		0	+height+obstacle	5	119	207	NORTH	shield_20	head_63	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Dark Fey	550	0	0	43690	The Marish	Valgrorn	360	840	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Dark Fey	0	0		0	+cold_hearted+repulsive+blood thirsty	2359328	0	0	0	0	0
CH_LANKLIN	Lanklin	the Boaster	63	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_64	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Giant	0	0	0	43690	The Delve	Songs	1080	120	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Giant	0	0		0	+arrogant+passionless	49152	0	0	0	0	0
CH_HOLDAR	Holdar	Longeye	64	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_65	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Uskarg	0	0	0	43690	The Fallows	Elinbrand	1380	420	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Uskarg	0	0	+far-sighted+patient	16777218		0	0	0	0	0	0
CH_ARAMILA	Aramila	the Seer	65	character		0	+height+obstacle+female	32773	150	247	NORTH	shield_34	head_66	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Arakai	0	0	0	43690	The Last Northing	Elmir	660	1140	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Arakai	0	0	+talkative+knowledgeable	134218240		0	0	0	0	0	0
CH_MELINOTH	Melinoth	Larkstongue	66	character		0	+height+obstacle+female	32773	130	122	NORTH	shield_5	head_6	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Dawn Fey	70	0	0	43690	Dawnwood	Songs	660	1140	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Dawn Fey	0	0	+far-sighted+home-loving+tireless	9218		0	0	0	0	0	0
CH_MANA	Mana	the Huntress	67	character		0	+height+obstacle+female	32773	150	247	NORTH	shield_34	head_68	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Eldrin	0	0	0	43690	Eldmark	Arelban	1080	120	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Eldrin	0	0	+warm-hearted+energetic	4128		0	0	0	0	0	0
CH_RORLBAR	Rorlbar	the Poet	68	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_69	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Gelming	0	0	0	43690	The Gelm	Finfyr	1380	420	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Gelming	0	0	+charming	262144	+sceptical	268435456	0	0	0	0	0
CH_GARAMOR	Garamor	the Fat	69	character		0	+height+obstacle	5	63	40	NORTH	shield_52	head_70	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Atheling	70	0	0	43690	The Lee	Rilnor	660	1140	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Atheling	0	0	+selfless	4	+easilytired+impatient	16785408	0	0	0	0	0
CH_BORLUM	Borlum	the Happy	70	character		0	+height+obstacle	5	222	202	NORTH	shield_55	head_71	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Giant	75	0	0	43690	The Delve	Big	360	840	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Giant	0	0	+kind+eager	2064	+cautious	8	0	0	0	0	0
CH_AKRITH	Akrith	Bloodhand	71	character		0	+height+obstacle	5	170	191	NORTH	shield_51	head_72	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Dark Fey	545	0	0	43690	The Marish	Barathor	1080	120	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Dark Fey	0	0		0	+reckless+cruel+passionless	32786	0	0	0	0	0
CH_GODROLD	Godrold	Heavyhand	72	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_73	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Arakai	0	0	0	43690	The Last Northing	Rilleon	1380	420	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Arakai	0	0	+kind+gallant	131088		0	0	0	0	0	0
CH_DARATH	Darath	the Lion	73	character		0	+height+obstacle	5	140	144	NORTH	shield_16	head_74	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Uskarg	85	0	0	43690	The Fallows	Elinbrand	660	1140	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Uskarg	0	0	+far-sighted+bold+generous	138		0	0	0	0	0	0
CH_PARIK	Parik	the Miser	74	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_75	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Uskarg	0	0	0	43690	The Fallows	Roreon	360	840	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Uskarg	0	0		0	+cruel+ignorant	134217744	0	0	0	0	0
CH_MERITHEL	Merithel	of the Lake	75	character		0	+height+obstacle+female	32773	178	46	NORTH	shield_15	head_76	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Arakai	75	0	0	43690	The Last Northing	Elmir	1080	120	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Arakai	0	0	+warm-hearted+eager+passionate	34848	+reckless+greedy+headstrong+impatient	16842882	0	0	0	0	0
CH_AREMELA	Aremela	Princess	76	character	+rescue	16	+height+obstacle+female	32773	145	220	NORTH	shield_1	head_77	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Eldrin	0	0	0	43690	Eldmark	Arelban	1380	420	1	0	-1	0	-1	-1	0	0		0	BE_A_HOSTAGE	RETURN_HOME	Eldrin	0	0	+far-sighted+patient	16777218	+tight-lipped	512	0	0	0	0	0
CH_FARLIK	Farlik	Whiteknife	77	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_78	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Long Dwarf	0	0	0	43690	The Long Mountains	Erenim	660	1140	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Long Dwarf	0	0	+brave+reliable	65537		0	0	0	0	0	0
CH_ARAK	Arak	the Avenger	78	character	+knowledge	2	+height+obstacle	5	150	53	NORTH	shield_43	head_2	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Arakai	180	0	0	43690	The Last Northing	Rilleon	660	1140	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Arakai	0	0	+brave+quick-witted+energetic+a superb leader	-2147479295	+restless+impatient	16778240	0	0	0	0	0
CH_TORANETH	Toraneth	the Cruel	79	character		0	+height+obstacle	5	145	220	NORTH	shield_38	head_80	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Dark Fey	530	0	0	43690	The Marish	Maranor	1080	120	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Dark Fey	0	0		0	+selfish+cruel+blood thirsty	2097172	0	0	0	0	0
CH_DARGRITH	Dargrith	the Butcher	80	character		0	+height+obstacle	5	134	200	NORTH	shield_14	head_81	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Dark Fey	495	0	0	43690	The Marish	Death	1380	420	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Dark Fey	0	0		0	+malicious+blood thirsty+a feeble warrior	1075970048	0	0	0	0	0
CH_OGRIN	Ogrin	Woodenblade	81	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_82	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Dawn Fey	0	0	0	43690	Dawnwood	Emerthen	660	1140	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Dawn Fey	0	0	+naive	268435456	+selfish	4	0	0	0	0	0
CH_ARAG	Arag	Drythroat	82	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_83	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Dawn Fey	0	0	0	43690	Dawnwood	Songs	360	840	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Dawn Fey	0	0	+talkative	512	+unconvincing	67108864	0	0	0	0	0
CH_JUSTRIK	Justrik	the Hawk	83	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_84	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Arakai	0	0	0	43690	The Last Northing	Caramane	1080	120	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Arakai	0	0	+quick-witted	256	+cautious	8	0	0	0	0	0
CH_SHARILA	Sharila	Suresword	84	character		0	+height+obstacle+female	32773	33	25	NORTH	shield_7	head_85	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Kith	190	0	0	43690	The Witherlands	Erifel	1380	420	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Kith	0	0	+eager+loyal+hot-tempered	537397248		0	0	0	0	0	0
CH_RAINAR	Rainar	the Besotted	85	character		0	+height+obstacle	5	205	80	NORTH	shield_41	head_7	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Arakai	70	0	0	43690	The Last Northing	Caramane	360	840	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Arakai	0	0	+eager+energetic+passionate	38912		0	0	0	0	0	0
CH_JARANOR	Jaranor	the Hasty	86	character		0	+height+obstacle	5	240	75	NORTH	shield_35	head_87	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Dragonlord	80	0	0	43690	Arungor	Shrygal	360	840	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Dragonlord	0	0	+brave+hot-tempered	536870913	+impatient	16777216	0	0	0	0	0
CH_ASUNAI	Asunai	Ironwing	87	character	+knowledge	2	+height+obstacle	5	225	132	NORTH	shield_40	head_3	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Uskarg	200	0	0	43690	The Fallows	Roreon	360	840	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Uskarg	0	0	+brave+home-loving+passionate+a mighty warrior	1073775617		0	0	0	0	0	0
CH_URGORETH	Urgoreth	the Despiser	88	character		0	+height+obstacle	5	150	247	NORTH	shield_4	head_89	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Dark Fey	515	0	0	43690	The Marish	Burning	660	1140	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Dark Fey	0	0		0	+cautious+greedy+blood thirsty	2097288	0	0	0	0	0
CH_MIRGRATH	Mirgrath	the Black	89	character		0	+height+obstacle	5	117	188	NORTH	shield_20	head_90	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Dark Fey	485	0	0	43690	The Marish	Dwardor	360	840	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Dark Fey	0	0		0	+easilytired+repulsive+solitary	1318912	0	0	0	0	0
CH_MOGRAK	Mograk	Rustaxe	90	character		0	+height+obstacle	5	40	204	NORTH	shield_57	head_91	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Deeping Dwarf	80	0	0	43690	The Deeping	Sharenor	1080	120	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Deeping Dwarf	0	0	+bold+gallant	131080	+restless	1024	0	0	0	0	0
CH_TAROLETH	Taroleth	the Jester	91	character		0	+height+obstacle	5	98	150	NORTH	shield_50	head_92	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Dawn Fey	55	0	0	43690	Dawnwood	Corithel	1380	420	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Dawn Fey	0	0	+quick-witted	256	+cowardly+mad	33554433	0	0	0	0	0
CH_ARFOLD	Arfold	Longtooth	92	character		0	+height+obstacle+female	32773	150	247	NORTH	shield_34	head_93	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Gelming	0	0	0	43690	The Gelm	Samarand	660	1140	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Gelming	0	0	+knowledgeable	134217728	+solitary	1048576	0	0	0	0	0
CH_DORGRUN	Dorgrun	Roughhand	93	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_94	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Dragonlord	0	0	0	43690	Arungor	Erivik	360	840	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Dragonlord	0	0		0	+reckless+impatient	16777218	0	0	0	0	0
CH_MOLICOR	Molicor	the Kind	94	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_95	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Arakai	0	0	0	43690	The Last Northing	Ravenfrey	1080	120	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Arakai	0	0	+kind+level-headed	33554448		0	0	0	0	0	0
CH_IGRAL	Igral	Mouseheart	95	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_96	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Arakai	0	0	0	43690	The Last Northing	Sapphire	1380	420	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Arakai	0	0	+generous	128	+cowardly	1	0	0	0	0	0
CH_ORIMUND	Orimund	the Resplendent	96	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_97	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Uskarg	0	0	0	43690	The Fallows	Theodel	660	1140	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Uskarg	0	0	+modest	16384	+arrogant	16384	0	0	0	0	0
CH_CRUN	Crun	the Weasel	97	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_98	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Long Dwarf	0	0	0	43690	The Long Mountains	Saradwin	360	840	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Long Dwarf	0	0		0	+cowardly+treacherous	524289	0	0	0	0	0
CH_FARAMOTH	Faramoth	the Solemn	98	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_99	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	High Fey	0	0	0	43690	Wierdwood	Forgotten	1080	120	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	High Fey	0	0		0	+solitary+thick-skinned	537919488	0	0	0	0	0
CH_ULGRIM	Ulgrim	the Weary	99	character		0	+height+obstacle	5	89	205	NORTH	shield_27	head_100	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Deeping Dwarf	75	0	0	43690	The Deeping	Tharn	1380	420	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Deeping Dwarf	0	0	+selfless	4	+cautious+slow-witted	264	0	0	0	0	0
CH_MIRANAR	Miranar	Fairhand	100	character	+knowledge	2	+height+obstacle	5	116	133	NORTH	shield_33	head_101	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Dawn Fey	190	0	0	43690	Dawnwood	Elorthord	660	1140	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Dawn Fey	0	0	+modest+loyal+patient	17317888		0	0	0	0	0	0
CH_ULGRUD	Ulgrud	the Treacherous	101	character		0	+height+obstacle	5	74	142	NORTH	shield_10	head_102	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Long Dwarf	60	0	0	43690	The Long Mountains	Scaradir	360	840	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Long Dwarf	0	0		0	+selfish+cold_hearted+treacherous	524324	0	0	0	0	0
CH_ELGRENA	Elgrena	the Gracious	102	character		0	+height+obstacle+female	32773	150	247	NORTH	shield_34	head_103	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Dawn Fey	0	0	0	43690	Dawnwood	Maralan	1080	120	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Dawn Fey	0	0	+selfless+kind	20		0	0	0	0	0	0
CH_ALAGRIM	Alagrim	Ironaxe	103	character		0	+height+obstacle	5	127	72	NORTH	shield_18	head_104	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Long Dwarf	85	0	0	43690	The Long Mountains	Thordroth	1380	420	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Long Dwarf	0	0	+brave+selfless	5	+apathetic	2048	0	0	0	0	0
CH_KARAHAR	Karahar	the Wistful	104	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_105	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Gelming	0	0	0	43690	The Gelm	Gilgrath	660	1140	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Gelming	0	0	+talkative+patient	16777728		0	0	0	0	0	0
CH_ORAGRANE	Oragrane	the Fearless	105	character		0	+height+obstacle	5	241	63	NORTH	shield_9	head_106	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Dragonlord	90	0	0	43690	Arungor	Sarnoth	360	840	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Dragonlord	0	0	+a mighty warrior	1073741824	+cold_hearted+impatient	16777248	0	0	0	0	0
CH_MARATHOR	Marathor	the Splendid	106	character		0	+height+obstacle	5	115	65	NORTH	shield_52	head_107	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Atheling	95	0	0	43690	The Lee	Melthor	1080	120	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Atheling	0	0	+kind+warm-hearted+generous	176		0	0	0	0	0	0
CH_BARAG	Barag	the Fierce	107	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_108	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Uskarg	0	0	0	43690	The Fallows	Skordroth	1380	420	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Uskarg	0	0	+hot-tempered	536870912	+vicious	64	0	0	0	0	0
CH_GOLGUD	Golgud	the Reluctant	108	character		0	+height+obstacle	5	71	174	NORTH	shield_27	head_109	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Deeping Dwarf	60	0	0	43690	The Deeping	Ararak	660	1140	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Deeping Dwarf	0	0	+generous+patient	16777344	+cowardly	1	0	0	0	0	0
CH_ILARETH	Ilareth	the Chosen	109	character		0	+height+obstacle	5	18	170	NORTH	shield_22	head_110	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	High Fey	70	0	0	43690	Wierdwood	Whispering	360	840	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	High Fey	0	0	+submissive+knowledgeable	142606336	+arrogant	16384	0	0	0	0	0
CH_TORBRITH	Torbrith	Swiftfoot	110	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_111	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Long Dwarf	0	0	0	43690	The Long Mountains	Beomir	1080	120	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Long Dwarf	0	0	+energetic+reliable	69632		0	0	0	0	0	0
CH_SLORUM	Slorum	the Smug	111	character		0	+height+obstacle	5	186	215	NORTH	shield_45	head_112	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Giant	75	0	0	43690	The Delve	Tark	1380	420	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Giant	0	0	+quick-witted+talkative	768	+ignorant	134217728	0	0	0	0	0
